"region","haulid","year","lat","lon","stratum","stratumarea","depth","spp","wtcpue"
"Canadian Pacific","84210-075",2018,49.0907,-126.767783,"49--127-100",1413.06434293887,164,"Sebastes helvomaculatus",3.18
"Canadian Pacific","84210-075",2018,49.0907,-126.767783,"49--127-100",1413.06434293887,164,"Sebastes jordani",0.26
"Canadian Pacific","84210-075",2018,49.0907,-126.767783,"49--127-100",1413.06434293887,164,"Sebastes paucispinis",1.48
"Canadian Pacific","84210-075",2018,49.0907,-126.767783,"49--127-100",1413.06434293887,164,"Sebastes proriger",67.46
"Canadian Pacific","84210-075",2018,49.0907,-126.767783,"49--127-100",1413.06434293887,164,"Sebastes reedi",1.78
"Canadian Pacific","84210-075",2018,49.0907,-126.767783,"49--127-100",1413.06434293887,164,"Sebastes ruberrimus",28.78
"Canadian Pacific","84210-075",2018,49.0907,-126.767783,"49--127-100",1413.06434293887,164,"Sebastes wilsoni",1.24
"Canadian Pacific","84210-075",2018,49.0907,-126.767783,"49--127-100",1413.06434293887,164,"Sebastes zacentrus",181.73
"Canadian Pacific","84210-075",2018,49.0907,-126.767783,"49--127-100",1413.06434293887,164,"Squalus suckleyi",19.58
"Canadian Pacific","84210-075",2018,49.0907,-126.767783,"49--127-100",1413.06434293887,164,"Stylasterias forreri",0.18
"Canadian Pacific","84210-076",2018,49.120633,-126.773466,"49--127-100",1413.06434293887,145,"Allocentrotus fragilis",11.62
"Canadian Pacific","84210-076",2018,49.120633,-126.773466,"49--127-100",1413.06434293887,145,"Anoplopoma fimbria",4.32
"Canadian Pacific","84210-076",2018,49.120633,-126.773466,"49--127-100",1413.06434293887,145,"Apostichopus leukothele",0.48
"Canadian Pacific","84210-076",2018,49.120633,-126.773466,"49--127-100",1413.06434293887,145,"Atheresthes stomias",40.78
"Canadian Pacific","84210-076",2018,49.120633,-126.773466,"49--127-100",1413.06434293887,145,"Eopsetta jordani",3.83
"Canadian Pacific","84210-076",2018,49.120633,-126.773466,"49--127-100",1413.06434293887,145,"Gadus chalcogrammus",0.4
"Canadian Pacific","84210-076",2018,49.120633,-126.773466,"49--127-100",1413.06434293887,145,"Gadus macrocephalus",30.96
"Canadian Pacific","84210-076",2018,49.120633,-126.773466,"49--127-100",1413.06434293887,145,"Glyptocephalus zachirus",78.65
"Canadian Pacific","84210-076",2018,49.120633,-126.773466,"49--127-100",1413.06434293887,145,"Hydrolagus colliei",2.5
"Canadian Pacific","84210-076",2018,49.120633,-126.773466,"49--127-100",1413.06434293887,145,"Luidia foliolata",NA
"Canadian Pacific","84210-076",2018,49.120633,-126.773466,"49--127-100",1413.06434293887,145,"Lyopsetta exilis",2.88
"Canadian Pacific","84210-076",2018,49.120633,-126.773466,"49--127-100",1413.06434293887,145,"Microstomus pacificus",10.41
"Canadian Pacific","84210-076",2018,49.120633,-126.773466,"49--127-100",1413.06434293887,145,"Ophiodon elongatus",3.03
"Canadian Pacific","84210-076",2018,49.120633,-126.773466,"49--127-100",1413.06434293887,145,"Ophiuroidea",NA
"Canadian Pacific","84210-076",2018,49.120633,-126.773466,"49--127-100",1413.06434293887,145,"Parophrys vetulus",14.83
"Canadian Pacific","84210-076",2018,49.120633,-126.773466,"49--127-100",1413.06434293887,145,"Pyrosoma",2.65
"Canadian Pacific","84210-076",2018,49.120633,-126.773466,"49--127-100",1413.06434293887,145,"Raja rhina",2.04
"Canadian Pacific","84210-076",2018,49.120633,-126.773466,"49--127-100",1413.06434293887,145,"Sebastes brevispinis",2.05
"Canadian Pacific","84210-076",2018,49.120633,-126.773466,"49--127-100",1413.06434293887,145,"Sebastes elongatus",14.12
"Canadian Pacific","84210-076",2018,49.120633,-126.773466,"49--127-100",1413.06434293887,145,"Sebastes paucispinis",0.57
"Canadian Pacific","84210-076",2018,49.120633,-126.773466,"49--127-100",1413.06434293887,145,"Squalus suckleyi",13.76
"Canadian Pacific","84210-077",2018,49.165933,-126.932066,"49--127-200",166.84590248802,213,"Allocentrotus fragilis",NA
"Canadian Pacific","84210-077",2018,49.165933,-126.932066,"49--127-200",166.84590248802,213,"Anoplopoma fimbria",1874.28
"Canadian Pacific","84210-077",2018,49.165933,-126.932066,"49--127-200",166.84590248802,213,"Atheresthes stomias",239.78
"Canadian Pacific","84210-077",2018,49.165933,-126.932066,"49--127-200",166.84590248802,213,"Gadus chalcogrammus",7.52
"Canadian Pacific","84210-077",2018,49.165933,-126.932066,"49--127-200",166.84590248802,213,"Glyptocephalus zachirus",38.66
"Canadian Pacific","84210-077",2018,49.165933,-126.932066,"49--127-200",166.84590248802,213,"Hydrolagus colliei",5.12
"Canadian Pacific","84210-077",2018,49.165933,-126.932066,"49--127-200",166.84590248802,213,"Ophiodon elongatus",0.98
"Canadian Pacific","84210-077",2018,49.165933,-126.932066,"49--127-200",166.84590248802,213,"Parophrys vetulus",12.16
"Canadian Pacific","84210-077",2018,49.165933,-126.932066,"49--127-200",166.84590248802,213,"Sebastes alutus",37.16
"Canadian Pacific","84210-077",2018,49.165933,-126.932066,"49--127-200",166.84590248802,213,"Sebastes babcocki",31.8
"Canadian Pacific","84210-077",2018,49.165933,-126.932066,"49--127-200",166.84590248802,213,"Sebastes brevispinis",1.58
"Canadian Pacific","84210-077",2018,49.165933,-126.932066,"49--127-200",166.84590248802,213,"Sebastes crameri",8.33
"Canadian Pacific","84210-077",2018,49.165933,-126.932066,"49--127-200",166.84590248802,213,"Sebastes diploproa",65.32
"Canadian Pacific","84210-077",2018,49.165933,-126.932066,"49--127-200",166.84590248802,213,"Sebastes elongatus",12.16
"Canadian Pacific","84210-077",2018,49.165933,-126.932066,"49--127-200",166.84590248802,213,"Sebastes flavidus",1.54
"Canadian Pacific","84210-077",2018,49.165933,-126.932066,"49--127-200",166.84590248802,213,"Squalus suckleyi",93.7
"Canadian Pacific","84210-078",2018,49.169133,-127.013716,"49--128-400",3.03215722550778,400,"Actiniaria",1.03
"Canadian Pacific","84210-078",2018,49.169133,-127.013716,"49--128-400",3.03215722550778,400,"Allocentrotus fragilis",NA
"Canadian Pacific","84210-078",2018,49.169133,-127.013716,"49--128-400",3.03215722550778,400,"Anoplopoma fimbria",261.2
"Canadian Pacific","84210-078",2018,49.169133,-127.013716,"49--128-400",3.03215722550778,400,"Atheresthes stomias",29.84
"Canadian Pacific","84210-078",2018,49.169133,-127.013716,"49--128-400",3.03215722550778,400,"Bathyraja interrupta",4.9
"Canadian Pacific","84210-078",2018,49.169133,-127.013716,"49--128-400",3.03215722550778,400,"Ctenodiscus crispatus",NA
"Canadian Pacific","84210-078",2018,49.169133,-127.013716,"49--128-400",3.03215722550778,400,"Glyptocephalus zachirus",166.18
"Canadian Pacific","84210-078",2018,49.169133,-127.013716,"49--128-400",3.03215722550778,400,"Hydrolagus colliei",3.24
"Canadian Pacific","84210-078",2018,49.169133,-127.013716,"49--128-400",3.03215722550778,400,"Icelinus filamentosus",NA
"Canadian Pacific","84210-078",2018,49.169133,-127.013716,"49--128-400",3.03215722550778,400,"Lycodes cortezianus",2.24
"Canadian Pacific","84210-078",2018,49.169133,-127.013716,"49--128-400",3.03215722550778,400,"Lycodes diapterus",0.28
"Canadian Pacific","84210-078",2018,49.169133,-127.013716,"49--128-400",3.03215722550778,400,"Merluccius productus",10.88
"Canadian Pacific","84210-078",2018,49.169133,-127.013716,"49--128-400",3.03215722550778,400,"Microstomus pacificus",89.53
"Canadian Pacific","84210-078",2018,49.169133,-127.013716,"49--128-400",3.03215722550778,400,"Pyrosoma",0.44
"Canadian Pacific","84210-078",2018,49.169133,-127.013716,"49--128-400",3.03215722550778,400,"Raja rhina",0.88
"Canadian Pacific","84210-078",2018,49.169133,-127.013716,"49--128-400",3.03215722550778,400,"Sebastes aleutianus/melanostictus complex",1.78
"Canadian Pacific","84210-078",2018,49.169133,-127.013716,"49--128-400",3.03215722550778,400,"Sebastes alutus",16.18
"Canadian Pacific","84210-078",2018,49.169133,-127.013716,"49--128-400",3.03215722550778,400,"Sebastes babcocki",8.5
"Canadian Pacific","84210-078",2018,49.169133,-127.013716,"49--128-400",3.03215722550778,400,"Sebastes crameri",1.18
"Canadian Pacific","84210-078",2018,49.169133,-127.013716,"49--128-400",3.03215722550778,400,"Sebastes diploproa",1.74
"Canadian Pacific","84210-078",2018,49.169133,-127.013716,"49--128-400",3.03215722550778,400,"Sebastolobus alascanus",46.32
"Canadian Pacific","84210-078",2018,49.169133,-127.013716,"49--128-400",3.03215722550778,400,"Squalus suckleyi",8.64
"Canadian Pacific","84210-079",2018,49.183383,-127.018816,"49--128-300",149.715350802112,329,"Allocentrotus fragilis",0.16
"Canadian Pacific","84210-079",2018,49.183383,-127.018816,"49--128-300",149.715350802112,329,"Anoplopoma fimbria",264.04
"Canadian Pacific","84210-079",2018,49.183383,-127.018816,"49--128-300",149.715350802112,329,"Atheresthes stomias",75.08
"Canadian Pacific","84210-079",2018,49.183383,-127.018816,"49--128-300",149.715350802112,329,"Bathyraja interrupta",4.1
"Canadian Pacific","84210-079",2018,49.183383,-127.018816,"49--128-300",149.715350802112,329,"Careproctus melanurus",1.18
"Canadian Pacific","84210-079",2018,49.183383,-127.018816,"49--128-300",149.715350802112,329,"Glyptocephalus zachirus",127.85
"Canadian Pacific","84210-079",2018,49.183383,-127.018816,"49--128-300",149.715350802112,329,"Hydrolagus colliei",5.62
"Canadian Pacific","84210-079",2018,49.183383,-127.018816,"49--128-300",149.715350802112,329,"Luidia foliolata",NA
"Canadian Pacific","84210-079",2018,49.183383,-127.018816,"49--128-300",149.715350802112,329,"Lycodes cortezianus",2.16
"Canadian Pacific","84210-079",2018,49.183383,-127.018816,"49--128-300",149.715350802112,329,"Merluccius productus",13.08
"Canadian Pacific","84210-079",2018,49.183383,-127.018816,"49--128-300",149.715350802112,329,"Microstomus pacificus",63.56
"Canadian Pacific","84210-079",2018,49.183383,-127.018816,"49--128-300",149.715350802112,329,"Pseudostichopus mollis",0.3
"Canadian Pacific","84210-079",2018,49.183383,-127.018816,"49--128-300",149.715350802112,329,"Pyrosoma",NA
"Canadian Pacific","84210-079",2018,49.183383,-127.018816,"49--128-300",149.715350802112,329,"Raja rhina",10.08
"Canadian Pacific","84210-079",2018,49.183383,-127.018816,"49--128-300",149.715350802112,329,"Sebastes aleutianus/melanostictus complex",2.94
"Canadian Pacific","84210-079",2018,49.183383,-127.018816,"49--128-300",149.715350802112,329,"Sebastes alutus",163.74
"Canadian Pacific","84210-079",2018,49.183383,-127.018816,"49--128-300",149.715350802112,329,"Sebastes babcocki",4.3
"Canadian Pacific","84210-079",2018,49.183383,-127.018816,"49--128-300",149.715350802112,329,"Sebastes brevispinis",2.08
"Canadian Pacific","84210-079",2018,49.183383,-127.018816,"49--128-300",149.715350802112,329,"Sebastes crameri",2.82
"Canadian Pacific","84210-079",2018,49.183383,-127.018816,"49--128-300",149.715350802112,329,"Sebastes diploproa",1.22
"Canadian Pacific","84210-079",2018,49.183383,-127.018816,"49--128-300",149.715350802112,329,"Sebastolobus alascanus",51.25
"Canadian Pacific","84210-079",2018,49.183383,-127.018816,"49--128-300",149.715350802112,329,"Squalus suckleyi",6.54
"Canadian Pacific","84210-080",2018,49.2175,-126.92465,"49--127-100",1413.06434293887,176,"Allocentrotus fragilis",15.48
"Canadian Pacific","84210-080",2018,49.2175,-126.92465,"49--127-100",1413.06434293887,176,"Anoplopoma fimbria",10.86
"Canadian Pacific","84210-080",2018,49.2175,-126.92465,"49--127-100",1413.06434293887,176,"Apostichopus leukothele",2.48
"Canadian Pacific","84210-080",2018,49.2175,-126.92465,"49--127-100",1413.06434293887,176,"Atheresthes stomias",205.18
"Canadian Pacific","84210-080",2018,49.2175,-126.92465,"49--127-100",1413.06434293887,176,"Balticina septentrionalis",NA
"Canadian Pacific","84210-080",2018,49.2175,-126.92465,"49--127-100",1413.06434293887,176,"Clupea pallasii",NA
"Canadian Pacific","84210-080",2018,49.2175,-126.92465,"49--127-100",1413.06434293887,176,"Eopsetta jordani",2.74
"Canadian Pacific","84210-080",2018,49.2175,-126.92465,"49--127-100",1413.06434293887,176,"Gadus macrocephalus",20.84
"Canadian Pacific","84210-080",2018,49.2175,-126.92465,"49--127-100",1413.06434293887,176,"Glyptocephalus zachirus",133.54
"Canadian Pacific","84210-080",2018,49.2175,-126.92465,"49--127-100",1413.06434293887,176,"Hippoglossoides elassodon",7.64
"Canadian Pacific","84210-080",2018,49.2175,-126.92465,"49--127-100",1413.06434293887,176,"Hippoglossus stenolepis",5.46
"Canadian Pacific","84210-080",2018,49.2175,-126.92465,"49--127-100",1413.06434293887,176,"Hydrolagus colliei",1.74
"Canadian Pacific","84210-080",2018,49.2175,-126.92465,"49--127-100",1413.06434293887,176,"Lyopsetta exilis",21.12
"Canadian Pacific","84210-080",2018,49.2175,-126.92465,"49--127-100",1413.06434293887,176,"Merluccius productus",0.94
"Canadian Pacific","84210-080",2018,49.2175,-126.92465,"49--127-100",1413.06434293887,176,"Microstomus pacificus",17.6
"Canadian Pacific","84210-080",2018,49.2175,-126.92465,"49--127-100",1413.06434293887,176,"Ophiodon elongatus",0.98
"Canadian Pacific","84210-080",2018,49.2175,-126.92465,"49--127-100",1413.06434293887,176,"Parophrys vetulus",5.98
"Canadian Pacific","84210-080",2018,49.2175,-126.92465,"49--127-100",1413.06434293887,176,"Pyrosoma",1.96
"Canadian Pacific","84210-080",2018,49.2175,-126.92465,"49--127-100",1413.06434293887,176,"Raja rhina",4.86
"Canadian Pacific","84210-080",2018,49.2175,-126.92465,"49--127-100",1413.06434293887,176,"Rossia pacifica",NA
"Canadian Pacific","84210-080",2018,49.2175,-126.92465,"49--127-100",1413.06434293887,176,"Sebastes",NA
"Canadian Pacific","84210-080",2018,49.2175,-126.92465,"49--127-100",1413.06434293887,176,"Sebastes babcocki",4.66
"Canadian Pacific","84210-080",2018,49.2175,-126.92465,"49--127-100",1413.06434293887,176,"Sebastes brevispinis",11.84
"Canadian Pacific","84210-080",2018,49.2175,-126.92465,"49--127-100",1413.06434293887,176,"Sebastes crameri",0.86
"Canadian Pacific","84210-080",2018,49.2175,-126.92465,"49--127-100",1413.06434293887,176,"Sebastes elongatus",8.7
"Canadian Pacific","84210-080",2018,49.2175,-126.92465,"49--127-100",1413.06434293887,176,"Sebastes saxicola",0.16
"Canadian Pacific","84210-080",2018,49.2175,-126.92465,"49--127-100",1413.06434293887,176,"Sebastolobus alascanus",1.68
"Canadian Pacific","84210-080",2018,49.2175,-126.92465,"49--127-100",1413.06434293887,176,"Squalus suckleyi",22.92
"Canadian Pacific","84210-081",2018,49.217533,-127.037816,"49--128-200",541.350523782105,245,"Allocentrotus fragilis",0.62
"Canadian Pacific","84210-081",2018,49.217533,-127.037816,"49--128-200",541.350523782105,245,"Anoplopoma fimbria",64.2
"Canadian Pacific","84210-081",2018,49.217533,-127.037816,"49--128-200",541.350523782105,245,"Atheresthes stomias",50
"Canadian Pacific","84210-081",2018,49.217533,-127.037816,"49--128-200",541.350523782105,245,"Bathyagonus pentacanthus",0.14
"Canadian Pacific","84210-081",2018,49.217533,-127.037816,"49--128-200",541.350523782105,245,"Chionoecetes bairdi",NA
"Canadian Pacific","84210-081",2018,49.217533,-127.037816,"49--128-200",541.350523782105,245,"Gadus chalcogrammus",1.66
"Canadian Pacific","84210-081",2018,49.217533,-127.037816,"49--128-200",541.350523782105,245,"Glyptocephalus zachirus",52.54
"Canadian Pacific","84210-081",2018,49.217533,-127.037816,"49--128-200",541.350523782105,245,"Hippoglossoides elassodon",1.02
"Canadian Pacific","84210-081",2018,49.217533,-127.037816,"49--128-200",541.350523782105,245,"Hydrolagus colliei",8.86
"Canadian Pacific","84210-081",2018,49.217533,-127.037816,"49--128-200",541.350523782105,245,"Lycodes pacificus",0.2
"Canadian Pacific","84210-081",2018,49.217533,-127.037816,"49--128-200",541.350523782105,245,"Lyopsetta exilis",3.96
"Canadian Pacific","84210-081",2018,49.217533,-127.037816,"49--128-200",541.350523782105,245,"Merluccius productus",3.78
"Canadian Pacific","84210-081",2018,49.217533,-127.037816,"49--128-200",541.350523782105,245,"Microstomus pacificus",25.92
"Canadian Pacific","84210-081",2018,49.217533,-127.037816,"49--128-200",541.350523782105,245,"Pandalus jordani",0.14
"Canadian Pacific","84210-081",2018,49.217533,-127.037816,"49--128-200",541.350523782105,245,"Pandalus platyceros",0.36
"Canadian Pacific","84210-081",2018,49.217533,-127.037816,"49--128-200",541.350523782105,245,"Pyrosoma",0.32
"Canadian Pacific","84210-081",2018,49.217533,-127.037816,"49--128-200",541.350523782105,245,"Raja rhina",5.7
"Canadian Pacific","84210-081",2018,49.217533,-127.037816,"49--128-200",541.350523782105,245,"Sebastes alutus",211.42
"Canadian Pacific","84210-081",2018,49.217533,-127.037816,"49--128-200",541.350523782105,245,"Sebastes babcocki",39.74
"Canadian Pacific","84210-081",2018,49.217533,-127.037816,"49--128-200",541.350523782105,245,"Sebastes brevispinis",8.62
"Canadian Pacific","84210-081",2018,49.217533,-127.037816,"49--128-200",541.350523782105,245,"Sebastes crameri",2.08
"Canadian Pacific","84210-081",2018,49.217533,-127.037816,"49--128-200",541.350523782105,245,"Sebastes diploproa",15.1
"Canadian Pacific","84210-081",2018,49.217533,-127.037816,"49--128-200",541.350523782105,245,"Sebastes elongatus",3.76
"Canadian Pacific","84210-081",2018,49.217533,-127.037816,"49--128-200",541.350523782105,245,"Sebastes helvomaculatus",6.26
"Canadian Pacific","84210-081",2018,49.217533,-127.037816,"49--128-200",541.350523782105,245,"Sebastes zacentrus",203.88
"Canadian Pacific","84210-081",2018,49.217533,-127.037816,"49--128-200",541.350523782105,245,"Sebastolobus alascanus",15.28
"Canadian Pacific","84210-081",2018,49.217533,-127.037816,"49--128-200",541.350523782105,245,"Squalus suckleyi",347.06
"Canadian Pacific","84210-081",2018,49.217533,-127.037816,"49--128-200",541.350523782105,245,"Xeneretmus leiops",NA
"Canadian Pacific","84210-082",2018,49.291766,-127.086766,"49--128-100",1571.33182450552,183,"Allocentrotus fragilis",3.08
"Canadian Pacific","84210-082",2018,49.291766,-127.086766,"49--128-100",1571.33182450552,183,"Anoplopoma fimbria",8.96
"Canadian Pacific","84210-082",2018,49.291766,-127.086766,"49--128-100",1571.33182450552,183,"Apostichopus leukothele",0.64
"Canadian Pacific","84210-082",2018,49.291766,-127.086766,"49--128-100",1571.33182450552,183,"Atheresthes stomias",14.1
"Canadian Pacific","84210-082",2018,49.291766,-127.086766,"49--128-100",1571.33182450552,183,"Eopsetta jordani",1.58
"Canadian Pacific","84210-082",2018,49.291766,-127.086766,"49--128-100",1571.33182450552,183,"Glyptocephalus zachirus",112.44
"Canadian Pacific","84210-082",2018,49.291766,-127.086766,"49--128-100",1571.33182450552,183,"Hippasteria",0.2
"Canadian Pacific","84210-082",2018,49.291766,-127.086766,"49--128-100",1571.33182450552,183,"Hydrolagus colliei",5.7
"Canadian Pacific","84210-082",2018,49.291766,-127.086766,"49--128-100",1571.33182450552,183,"Icelinus filamentosus",0.54
"Canadian Pacific","84210-082",2018,49.291766,-127.086766,"49--128-100",1571.33182450552,183,"Luidia foliolata",NA
"Canadian Pacific","84210-082",2018,49.291766,-127.086766,"49--128-100",1571.33182450552,183,"Lycodes pacificus",0.08
"Canadian Pacific","84210-082",2018,49.291766,-127.086766,"49--128-100",1571.33182450552,183,"Lyopsetta exilis",6.22
"Canadian Pacific","84210-082",2018,49.291766,-127.086766,"49--128-100",1571.33182450552,183,"Merluccius productus",25.98
"Canadian Pacific","84210-082",2018,49.291766,-127.086766,"49--128-100",1571.33182450552,183,"Microstomus pacificus",17.04
"Canadian Pacific","84210-082",2018,49.291766,-127.086766,"49--128-100",1571.33182450552,183,"Ophiodon elongatus",14.4
"Canadian Pacific","84210-082",2018,49.291766,-127.086766,"49--128-100",1571.33182450552,183,"Pandalus platyceros",1.34
"Canadian Pacific","84210-082",2018,49.291766,-127.086766,"49--128-100",1571.33182450552,183,"Parophrys vetulus",1.9
"Canadian Pacific","84210-082",2018,49.291766,-127.086766,"49--128-100",1571.33182450552,183,"Raja rhina",8.04
"Canadian Pacific","84210-082",2018,49.291766,-127.086766,"49--128-100",1571.33182450552,183,"Ronquilus jordani",0.06
"Canadian Pacific","84210-082",2018,49.291766,-127.086766,"49--128-100",1571.33182450552,183,"Sebastes alutus",41.96
"Canadian Pacific","84210-082",2018,49.291766,-127.086766,"49--128-100",1571.33182450552,183,"Sebastes babcocki",2.14
"Canadian Pacific","84210-082",2018,49.291766,-127.086766,"49--128-100",1571.33182450552,183,"Sebastes brevispinis",4.5
"Canadian Pacific","84210-082",2018,49.291766,-127.086766,"49--128-100",1571.33182450552,183,"Sebastes diploproa",0.82
"Canadian Pacific","84210-082",2018,49.291766,-127.086766,"49--128-100",1571.33182450552,183,"Sebastes elongatus",59.54
"Canadian Pacific","84210-082",2018,49.291766,-127.086766,"49--128-100",1571.33182450552,183,"Sebastes flavidus",74.96
"Canadian Pacific","84210-082",2018,49.291766,-127.086766,"49--128-100",1571.33182450552,183,"Sebastes helvomaculatus",8.7
"Canadian Pacific","84210-082",2018,49.291766,-127.086766,"49--128-100",1571.33182450552,183,"Sebastes pinniger",14.22
"Canadian Pacific","84210-082",2018,49.291766,-127.086766,"49--128-100",1571.33182450552,183,"Sebastes proriger",44.04
"Canadian Pacific","84210-082",2018,49.291766,-127.086766,"49--128-100",1571.33182450552,183,"Sebastes ruberrimus",5.18
"Canadian Pacific","84210-082",2018,49.291766,-127.086766,"49--128-100",1571.33182450552,183,"Sebastes wilsoni",2.16
"Canadian Pacific","84210-082",2018,49.291766,-127.086766,"49--128-100",1571.33182450552,183,"Sebastes zacentrus",59.72
"Canadian Pacific","84210-082",2018,49.291766,-127.086766,"49--128-100",1571.33182450552,183,"Sebastolobus alascanus",0.74
"Canadian Pacific","84210-082",2018,49.291766,-127.086766,"49--128-100",1571.33182450552,183,"Squalus suckleyi",61.12
"Canadian Pacific","84210-082",2018,49.291766,-127.086766,"49--128-100",1571.33182450552,183,"Stylasterias forreri",0.13
"Canadian Pacific","84210-082",2018,49.291766,-127.086766,"49--128-100",1571.33182450552,183,"Xeneretmus leiops",0.13
"Canadian Pacific","84210-083",2018,49.296266,-127.176816,"49--128-400",3.03215722550778,462,"Actiniaria",6.24
"Canadian Pacific","84210-083",2018,49.296266,-127.176816,"49--128-400",3.03215722550778,462,"Albatrossia pectoralis",5.43
"Canadian Pacific","84210-083",2018,49.296266,-127.176816,"49--128-400",3.03215722550778,462,"Allocentrotus fragilis",2.28
"Canadian Pacific","84210-083",2018,49.296266,-127.176816,"49--128-400",3.03215722550778,462,"Anoplopoma fimbria",211.33
"Canadian Pacific","84210-083",2018,49.296266,-127.176816,"49--128-400",3.03215722550778,462,"Apostichopus leukothele",NA
"Canadian Pacific","84210-083",2018,49.296266,-127.176816,"49--128-400",3.03215722550778,462,"Apristurus brunneus",1.08
"Canadian Pacific","84210-083",2018,49.296266,-127.176816,"49--128-400",3.03215722550778,462,"Atheresthes stomias",21.4
"Canadian Pacific","84210-083",2018,49.296266,-127.176816,"49--128-400",3.03215722550778,462,"Berryteuthis magister",2.64
"Canadian Pacific","84210-083",2018,49.296266,-127.176816,"49--128-400",3.03215722550778,462,"Chionoecetes tanneri",0.74
"Canadian Pacific","84210-083",2018,49.296266,-127.176816,"49--128-400",3.03215722550778,462,"Ctenodiscus crispatus",NA
"Canadian Pacific","84210-083",2018,49.296266,-127.176816,"49--128-400",3.03215722550778,462,"Eopsetta jordani",1.44
"Canadian Pacific","84210-083",2018,49.296266,-127.176816,"49--128-400",3.03215722550778,462,"Eptatretus deani",0.74
"Canadian Pacific","84210-083",2018,49.296266,-127.176816,"49--128-400",3.03215722550778,462,"Glyptocephalus zachirus",3.58
"Canadian Pacific","84210-083",2018,49.296266,-127.176816,"49--128-400",3.03215722550778,462,"Lycodes diapterus",NA
"Canadian Pacific","84210-083",2018,49.296266,-127.176816,"49--128-400",3.03215722550778,462,"Merluccius productus",0.1
"Canadian Pacific","84210-083",2018,49.296266,-127.176816,"49--128-400",3.03215722550778,462,"Microstomus pacificus",106.25
"Canadian Pacific","84210-083",2018,49.296266,-127.176816,"49--128-400",3.03215722550778,462,"Myctophidae",NA
"Canadian Pacific","84210-083",2018,49.296266,-127.176816,"49--128-400",3.03215722550778,462,"Neptunea",NA
"Canadian Pacific","84210-083",2018,49.296266,-127.176816,"49--128-400",3.03215722550778,462,"Ophiodon elongatus",6.12
"Canadian Pacific","84210-083",2018,49.296266,-127.176816,"49--128-400",3.03215722550778,462,"Pandalus platyceros",NA
"Canadian Pacific","84210-083",2018,49.296266,-127.176816,"49--128-400",3.03215722550778,462,"Pasiphaea pacifica",NA
"Canadian Pacific","84210-083",2018,49.296266,-127.176816,"49--128-400",3.03215722550778,462,"Pseudostichopus mollis",0.36
"Canadian Pacific","84210-083",2018,49.296266,-127.176816,"49--128-400",3.03215722550778,462,"Pteraster jordani",0.16
"Canadian Pacific","84210-083",2018,49.296266,-127.176816,"49--128-400",3.03215722550778,462,"Pyrosoma",0.8
"Canadian Pacific","84210-083",2018,49.296266,-127.176816,"49--128-400",3.03215722550778,462,"Raja rhina",15.6
"Canadian Pacific","84210-083",2018,49.296266,-127.176816,"49--128-400",3.03215722550778,462,"Sebastes aleutianus/melanostictus complex",3.41
"Canadian Pacific","84210-083",2018,49.296266,-127.176816,"49--128-400",3.03215722550778,462,"Sebastes aurora",1.24
"Canadian Pacific","84210-083",2018,49.296266,-127.176816,"49--128-400",3.03215722550778,462,"Sebastes borealis",4.95
"Canadian Pacific","84210-083",2018,49.296266,-127.176816,"49--128-400",3.03215722550778,462,"Sebastolobus alascanus",23.84
"Canadian Pacific","84210-083",2018,49.296266,-127.176816,"49--128-400",3.03215722550778,462,"Squalus suckleyi",14.54
"Canadian Pacific","84210-083",2018,49.296266,-127.176816,"49--128-400",3.03215722550778,462,"Synallactes challengeri",NA
"Canadian Pacific","84210-083",2018,49.296266,-127.176816,"49--128-400",3.03215722550778,462,"Xeneretmus leiops",NA
"Canadian Pacific","84210-084",2018,49.352083,-127.229116,"49--128-300",149.715350802112,353,"Allocentrotus fragilis",NA
"Canadian Pacific","84210-084",2018,49.352083,-127.229116,"49--128-300",149.715350802112,353,"Anoplopoma fimbria",34.46
"Canadian Pacific","84210-084",2018,49.352083,-127.229116,"49--128-300",149.715350802112,353,"Apostichopus leukothele",NA
"Canadian Pacific","84210-084",2018,49.352083,-127.229116,"49--128-300",149.715350802112,353,"Apristurus brunneus",0.72
"Canadian Pacific","84210-084",2018,49.352083,-127.229116,"49--128-300",149.715350802112,353,"Atheresthes stomias",27.62
"Canadian Pacific","84210-084",2018,49.352083,-127.229116,"49--128-300",149.715350802112,353,"Bathyraja interrupta",5.86
"Canadian Pacific","84210-084",2018,49.352083,-127.229116,"49--128-300",149.715350802112,353,"Careproctus melanurus",0.44
"Canadian Pacific","84210-084",2018,49.352083,-127.229116,"49--128-300",149.715350802112,353,"Chauliodus macouni",NA
"Canadian Pacific","84210-084",2018,49.352083,-127.229116,"49--128-300",149.715350802112,353,"Glyptocephalus zachirus",12.6
"Canadian Pacific","84210-084",2018,49.352083,-127.229116,"49--128-300",149.715350802112,353,"Hydrolagus colliei",3.36
"Canadian Pacific","84210-084",2018,49.352083,-127.229116,"49--128-300",149.715350802112,353,"Lycodes cortezianus",0.74
"Canadian Pacific","84210-084",2018,49.352083,-127.229116,"49--128-300",149.715350802112,353,"Lyopsetta exilis",0.24
"Canadian Pacific","84210-084",2018,49.352083,-127.229116,"49--128-300",149.715350802112,353,"Merluccius productus",0.46
"Canadian Pacific","84210-084",2018,49.352083,-127.229116,"49--128-300",149.715350802112,353,"Microstomus pacificus",63.04
