SPEC,COMM,CODE,TSN
OPHIUROIDEA S.C.,BRITTLE STAR,6200,NA
OPHIOPHOLIS ACULEATA,DAISY,6211,NA
OPHIURA SP.,OPHIURA SP.,6212,NA
OPHIURA SARSI,OPHIURA SARSI,6213,NA
"GORGONOCEPHALIDAE,ASTERONYCHIDAE F.",BASKET STARS,6300,NA
GORGONOCEPHALUS SP.,GORGONOCEPHALUS SP.,6310,NA
ECHINOIDEA C.,"SAND DOLLARS,URCHINS (NS)",6397,NA
STRONGYLOCENTROTUS SP.,SEA URCHINS,6400,NA
STRONGYLOCENTROTUS DROEBACHIENSIS,SEA URCHIN (GREEN),6411,NA
BRISASTER FRAGILIS,HEART URCHIN,6413,NA
ARBACIA PUNCTULATA,PURPLE-SPINED SEA URCHIN,6421,NA
CLYPEASTEROIDA O.,SAND DOLLARS,6500,NA
ECHINARACHNIUS PARMA,ECHINARACHNIUS PARMA,6511,NA
HOLOTHUROIDEA C.,HOLOTHUROIDEA C.,6600,NA
CUCUMARIA FRONDOSA,SEA CUCUMBER (COMMON),6611,NA
PSOLUS SP.,PSOLUS SP.,6710,NA
PSOLUS FABRICII,SCARLETT PSOLUS,6713,NA
PSOLUS PHANTAPUS,PSOLUS PHANTAPUS,6715,NA
MOLPADIA SP.,MOLPADIA SP.,6718,NA
CHIRIDOTA LAEVIS,CHIRIDOTA LAEVIS,6719,NA
CRINOIDEA C.,SEA LILIES,6900,NA
"PARASITES,ROUND WORMS","PARASITES,ROUND WORMS",7000,NA
NEMATODA C.,NEMATODA C.,7100,NA
TURBELLARIA C.,TURBELLARIA C.,7500,NA
GADUS MORHUA,COD(ATLANTIC),10,NA
MELANOGRAMMUS AEGLEFINUS,HADDOCK,11,NA
UROPHYCIS TENUIS,WHITE HAKE,12,NA
UROPHYCIS CHUSS,SQUIRREL OR RED HAKE,13,NA
MERLUCCIUS BILINEARIS,SILVER HAKE,14,NA
BROSME BROSME,CUSK,15,NA
POLLACHIUS VIRENS,POLLOCK,16,NA
MICROGADUS TOMCOD,TOMCOD(ATLANTIC),17,NA
GADIFORMES,GADIFORMES,18,NA
MERLUCCIUS ALBIDUS,OFF-SHORE HAKE,19,NA
SEBASTES SP.,REDFISH UNSEPARATED,23,NA
LOPHOLATILUS CHAMAELEONTICEPS,TILE FISH,25,NA
NEALOTUS TRIPES,NEALOTUS TRIPES,28,NA
HIPPOGLOSSUS HIPPOGLOSSUS,HALIBUT(ATLANTIC),30,NA
REINHARDTIUS HIPPOGLOSSOIDES,"TURBOT,GREENLAND HALIBUT",31,NA
PSEUDOSCOPELUS SP.,SWALLOWERS,38,NA
CHIASMODON NIGER,BLACK SWALLOWER,39,NA
HIPPOGLOSSOIDES PLATESSOIDES,AMERICAN PLAICE,40,NA
GLYPTOCEPHALUS CYNOGLOSSUS,WITCH FLOUNDER,41,NA
LIMANDA FERRUGINEA,YELLOWTAIL FLOUNDER,42,NA
PSEUDOPLEURONECTES AMERICANUS,WINTER FLOUNDER,43,NA
CITHARICHTHYS ARCTIFRONS,GULF STREAM FLOUNDER,44,NA
PLEURONECTIDAE F.,FLOUNDER UNIDENTIFIED,49,NA
ANARHICHAS LUPUS,STRIPED ATLANTIC WOLFFISH,50,NA
ANARHICHAS MINOR,SPOTTED WOLFFISH,51,NA
ANARHICHAS DENTICULATUS,NORTHERN WOLFFISH,52,NA
CLUPEA HARENGUS,HERRING(ATLANTIC),60,NA
ALOSA SAPIDISSIMA,SHAD AMERICAN,61,NA
ALOSA PSEUDOHARENGUS,ALEWIFE,62,NA
OSMERUS MORDAX,RAINBOW SMELT,63,NA
MALLOTUS VILLOSUS,CAPELIN,64,NA
SALMO SALAR,SALMON(ATLANTIC),65,NA
SCOMBER SCOMBRUS,MACKEREL(ATLANTIC),70,NA
XIPHIAS GLADIUS,SWORDFISH,72,NA
NAUCRATES DUCTOR,PILOTFISH,88,NA
SELAR CRUMENOPHTHALMUS,BIGEYE SCAD,89,NA
"UNID. FISH (LARVAE,JUVENILE AND ADULTS)",UNID. FISH,90,NA
SERIOLA DUMERILI,GREATER AMBERJACK,92,NA
VOMER SETAPINNIS,ATLANTIC MOONFISH,94,NA
STENOTOMUS CHRYSOPS,SCUP,102,NA
HALARGYREUS JOHNSONII,DAINTY MORA,109,NA
BOREOGADUS SAIDA,ARCTIC COD,110,NA
UROPHYCIS REGIA,SPOTTED HAKE,111,NA
UROPHYCIS CHESTERI,LONGFIN HAKE,112,NA
ANTIMORA ROSTRATA,BLUE ANTIMORA/HAKE,113,NA
ENCHELYOPUS CIMBRIUS,FOURBEARD ROCKLING,114,NA
GAIDROPSARUS ENSIS,THREEBEARD ROCKLING,115,NA
GAIDROPSARUS ARGENTATUS,SILVER ROCKLING,116,NA
MICROMESISTIUS POUTASSOU,BLUE WHITING,117,NA
GADUS OGAC,GREENLAND COD,118,NA
GAIDROPSARUS SP.,ROCKLING UNIDENTIFIED,119,NA
TAUTOGOLABRUS ADSPERSUS,CUNNER,122,NA
HELICOLENUS DACTYLOPTERUS,ROSEFISH(BLACK BELLY),123,NA
HYGOPHUM HYGOMI,HYGOPHUM HYGOMI,135,NA
LAMPADENA SPECULIGERA,MIRROR LANTERNFISH,138,NA
LIOPSETTA PUTNAMI,SMOOTH FLOUNDER,140,NA
PARALICHTHYS DENTATUS,SUMMER FLOUNDER,141,NA
HIPPOGLOSSINA OBLONGA,FOURSPOT FLOUNDER,142,NA
SCOPHTHALMUS AQUOSUS,BRILL/WINDOWPANE,143,NA
LAMPANYCTUS MACDONALDI,LAMPANYCTUS MACDONALDI,146,NA
LAMPANYCTUS PUSILLUS,LAMPANYCTUS PUSILLUS,147,NA
BATHYPTEROIS DUBIUS,NOTCH FEELERFISH,148,NA
PARASUDIS TRUCULENTA,LONGNOSE GREENEYE,149,NA
MYCTOPHIDAE,LANTERNFISH (NS),150,NA
STOMIIDAE,STOMIATOID UNIDENTIFIED,151,NA
DIAPHUS DUMERILII,DIAPHUS DUMERILII,152,NA
GONOSTOMA ELONGATUM,LONGTOOTH ANGLEMOUTH,155,NA
CHLOROPHTHALMUS AGASSIZI,SHORT-NOSE GREENEYE,156,NA
BENTHOSEMA GLACIALE,GLACIER LANTERNFISH,157,NA
MAUROLICUS MUELLERI,MUELLER'S PEARLSIDES,158,NA
STOMIAS BOA,BOA DRAGONFISH,159,NA
ARGENTINA SILUS,ARGENTINE(ATLANTIC),160,NA
CERATOSCOPELUS MADERENSIS,"LANTERNFISH,HORNED",163,NA
BREVOORTIA TYRANNUS,MENHADEN(ATLANTIC),164,NA
ALOSA AESTIVALIS,BLUEBACK HERRING,165,NA
CHAULIODUS SLOANI,VIPERFISH,169,NA
BATHYLAGUS EURYOPS,GOITRE BLACKSMELT,176,NA
MALACOSTEUS NIGER,LOOSEJAW,177,NA
MYCTOPHUM PUNCTATUM,SPOTTED LANTERNFISH,180,NA
NOTOSCOPELUS ELONGATUS KROYERI,LANTERNFISH KROYER'S,182,NA
NOTOSCOPELUS RESPLENDENS,LANTERNFISH PATCHWORK,183,NA
SYMBOLOPHORUS VERANYI,LARGESCALE LANTERNFISH,184,NA
TAANINGICHTHYS MINIMUS,TAANINGICHTHYS MINIMUS,186,NA
UROPHYCIS SP.,HAKE (NS),193,NA
MORIDAE,MORAS,194,NA
BOTHIDAE F.,LEFTEYE FLOUNDER,196,NA
DIPTURUS LAEVIS,BARNDOOR SKATE,200,NA
AMBLYRAJA RADIATA,THORNY SKATE,201,NA
MALACORAJA SENTA,SMOOTH SKATE,202,NA
LEUCORAJA ERINACEA,LITTLE SKATE,203,NA
LEUCORAJA OCELLATA,WINTER SKATE,204,NA
BATHYRAJA SPINICAUDA,SPINYTAIL SKATE,205,NA
RAJELLA FYLLAE,ROUND SKATE,207,NA
AMBLYRAJA JENSENI,SHORTTAIL SKATE,209,NA
RAJIDAE F.,SKATES (NS),211,NA
RAJA BATHYPHILA,ABYSSAL SKATE,212,NA
TORPEDO NOBILIANA,ATLANTIC TORPEDO,216,NA
RAJIFORMES,SKATES AND RAYS (NS),219,NA
SQUALUS ACANTHIAS,SPINY DOGFISH,220,NA
CENTROSCYLLIUM FABRICII,BLACK DOGFISH,221,NA
CENTROSCYMNUS COELOLEPIS,PORTUGUESE SHARK,223,NA
ETMOPTERUS PRINCEPS,ROUGH SAGRE,224,NA
NOTOSCOPELUS SP.,NOTOSCOPELUS SP.,227,NA
LEPIDOPHANES GUENTHERI,LEPIDOPHANES GUENTHERI,228,NA
LAMNA NASUS,"PORBEAGLE,MACKEREL SHARK",230,NA
APRISTURUS PROFUNDORUM,DEEPSEA CAT SHARK,239,NA
PETROMYZON MARINUS,SEA LAMPREY,240,NA
MYXINE GLUTINOSA,NORTHERN HAGFISH,241,NA
HYDROLAGUS AFFINIS,DEEPWATER CHIMAERA,242,NA
ACIPENSER OXYRHYNCHUS,AMERICAN ATLANT STURGEON,243,NA
HARRIOTTA RALEIGHANA,LONGNOSE CHIMERA,247,NA
RHINOCHIMAERA ATLANTICA,KNIFENOSE CHIMERA,248,NA
LAMPANYCTUS SP.,LAMPANYCTUS SP.,252,NA
SCORPAENIDAE F.,SCORPIONFISHES,280,NA
LAMPANYCTUS ATER,LAMPANYCTUS ATER,284,NA
BENTHOSEMA SP.,BENTHOSEMA SP.,286,NA
NOTOSCOPELUS BOLINI,NOTOSCOPELUS BOLINI,287,NA
ARGENTINIDAE F.,ARGENTINES (NS),288,NA
CERATOSCOPELUS SP.,CERATOSCOPELUS SP.,293,NA
BATHYLAGUS SP.,BATHYLAGUS,295,NA
MYOXOCEPHALUS OCTODECEMSPINOSUS,LONGHORN SCULPIN,300,NA
MYOXOCEPHALUS SCORPIUS,SHORTHORN SCULPIN,301,NA
GYMNOCANTHUS TRICUSPIS,ARCTIC STAGHORN SCULPIN,302,NA
MYOXOCEPHALUS AENAEUS,GRUBBY OR LITTLE SCULPIN,303,NA
TRIGLOPS MURRAYI,MAILED SCULPIN,304,NA
TRIGLOPS NYBELINI,NYBELIN S SCULPIN,305,NA
ARTEDIELLUS UNCINATUS,SNOWFLAKE HOOKEAR SCULPIN,306,NA
COTTUNCULUS MICROPS,POLAR SCULPIN,307,NA
COTTUNCULUS THOMPSONI,PALLID SCULPIN,308,NA
TRIGLOPS SP.,SCULPIN (NS),309,NA
COTTIDAE F.,SCULPINS,312,NA
ICELUS BICORNIS,TWOHORN SCULPIN,313,NA
ICELUS SPATULA,SPATULATE SCULPIN,314,NA
MYOXOCEPHALUS SCORPIOIDES,ARCTIC SCULPIN,316,NA
TRIGLOPS PINGELI,RIBBED SCULPIN,317,NA
HEMITRIPTERUS AMERICANUS,SEA RAVEN,320,NA
ARTEDIELLUS SP.,HOOKEAR SCULPIN (NS),323,NA
TRIGLIDAE F.,SEAROBINS,329,NA
PRIONOTUS CAROLINUS,"NORTHERN,COMMON  SEA ROBIN",330,NA
PERISTEDION MINIATUM,ARMORED SEA ROBIN,331,NA
OSMERIDAE F.,"SMELTS,CAPELIN (NS)",337,NA
ARISTOSTOMIAS SP.,ARISTOSTOMIAS SP.,338,NA
ASPIDOPHOROIDES MONOPTERYGIUS,ALLIGATORFISH,340,NA
ASPIDOPHOROIDES OLRIKI,ARCTIC ALLIGATORFISH,341,NA
LAMPADENA SP.,LAMPADENA SP.,343,NA
LEPTAGONUS DECAGONUS,ATLANTIC SEA POACHER,350,NA
AGONIDAE F.,ALLIGATOR FISH (NS),351,NA
RONDELETIA LORICATA,RONDELETIA LORICATA,356,NA
GASTEROSTEUS ACULEATUS,THREESPINE STICKLEBACK,361,NA
MYCTOPHUM SP.,MYCTOPHUM SP.,370,NA
POLYIPNUS SP.,POLYIPNUS SP.,376,NA
ANTIGONIA CAPROS,DEEPBODY BOARFISH,384,NA
MONOLENE SESSILICAUDA,DEEPWATER FLOUNDER,385,NA
ETROPUS MICROSTOMUS,SMALLMOUTH FLOUNDER,386,NA
MACROSTOMIAS LONGIBARBATUS,MACROSTOMIAS LONGIBARBATUS,395,NA
PHOTOSTOMIAS GUERNEI,PHOTOSTOMIAS GUERNEI,396,NA
LOPHIUS AMERICANUS,"MONKFISH,GOOSEFISH,ANGLER",400,NA
CERATIAS HOLBOELLI,DEEPSEA ANGLER,401,NA
MALACOCEPHALUS OCCIDENTALIS,AMERICAN STRAPTAIL GRENADIER,409,NA
NEZUMIA BAIRDII,MARLIN-SPIKE GRENADIER,410,NA
MACROURUS BERGLAX,ROUGHHEAD GRENADIER,411,NA
TRACHYRINCUS MURRAYI,ROUGHNOSE GRENADIER,412,NA
CAELORINCHUS CAELORINCHUS,LONGNOSE GRENADIER,413,NA
CORYPHAENOIDES RUPESTRIS,ROUNDNOSE GRENADIER,414,NA
MACROURIDAE F.,GRENADIERS (NS),416,NA
SYNAPHOBRANCHIDAE F.,"EELS, CUTTHROAT (NS)",455,NA
NEMICHTHYIDAE F.,"EELS,SNIPE (NS)",463,NA
LAMPANYCTUS PHOTONOTUS,LAMPANYCTUS PHOTONOTUS,465,NA
NOTOSCOPELUS CAUDISPINOSUS,NOTOSCOPELUS CAUDISPINOSUS,478,NA
PARALEPIS ELONGATA,PARALEPIS ELONGATA,484,NA
EVERMANELLA INDICA,EVERMANELLA INDICA,488,NA
SCOPELOBERYX ROBUSTUS,SCOPELOBERYX ROBUSTUS,494,NA
ANTHIAS NICHOLSI,YELLOWFIN BASS,498,NA
LIPARIS SP.,SEASNAIL UNIDENTIFIED,500,NA
CYCLOPTERUS LUMPUS,LUMPFISH,501,NA
EUMICROTREMUS SPINOSUS,ATLANTIC SPINY LUMPSUCKER,502,NA
LIPARIS ATLANTICUS,ATLANTIC SEASNAIL,503,NA
LIPARIS LIPARIS,STRIPED SEASNAIL,504,NA
LIPARIS FABRICII,"SEASNAIL,GELATINOUS",505,NA
LIPARIS TUNICATUS,GREENLAND SEASNAIL,506,NA
CAREPROCTUS LONGIPINNIS,LONGFIN SEASNAIL,507,NA
LIPARIS INQUILINUS,INQUILINE SEASNAIL,508,NA
PARALIPARIS COPEI,BLACKSNOUT SEASNAIL,511,NA
LIPARIS GIBBUS,"SEASNAIL,DUSKY",512,NA
LIPARIS COHENI,GULF SEA SNAIL,513,NA
CYCLOPTERIDAE F.,"LUMPFISHES,SEASNAILS (NS)",514,NA
CAREPROCTUS  SP.,SEA TADPOLE(NS),515,NA
CAREPROCTUS REINHARDTI,SEA TADPOLE,520,NA
BATHYLAGUS BERICOIDES,BATHYLAGUS BERICOIDES,526,NA
CHAUNAX SP.,GAPPER,530,NA
CUBICEPS GRACILIS,CUBICEPS GRACILIS,532,NA
MACRORHAMPHOSUS SCOLOPAX,LONGSPINE SNIPEFISH,556,NA
MELAMPHAES SUBORBITALIS,MELAMPHAES SUBORBITALIS,557,NA
MELAMPHAEIDAE,MELAMPHAEIDAE,558,NA
PARALEPIS  SP.,BARRACUDINA (NS),565,NA
SCOPELOGADUS SP.,SCOPELOGADUS SP.,571,NA
SYNAGROPS BELLA,BLACKMOUTH BASS,576,NA
EPIGONUS PANDIONIS,EPIGONUS PANDIONIS,587,NA
SCOPELOSAURUS LEPIDUS,SCOPELOSAURUS LEPIDUS,588,NA
AMMODYTIDAE F.,SAND LANCES (NS),590,NA
SHARK (NS),SHARK (NS),592,NA
CHLOROPHTHALMIDAE,GREENEYES (NS),593,NA
ALEPOCEPHALUS AGASSIZII,"SMOOTHHEAD,AGASSIZ'S",594,NA
CYTTOPSIS ROSEA,RED DORY,595,NA
BAJACALIFORNIA MEGALOPS,BIGEYE SMOOTH-HEAD,596,NA
ZOARCIDAE F.,EELPOUTS (NS),598,NA
AMMODYTES AMERICANUS,AMERICAN SAND LANCE,599,NA
ANGUILLA ROSTRATA,AMERICAN EEL,600,NA
SIMENCHELYS PARASITICA,"SNUBNOSE EEL, SLIME EEL",601,NA
BATHYRAJA SP,BATHYRAJA SP,1007,NA
ILYOPHIS BRUNNEUS,ILYOPHIS BRUNNEUS,1019,NA
GEODIA SPP.,GEODIA SPP.,8364,NA
NO LONGER USED - PHAKELLIA SPP.,NO LONGER USED - PHAKELLIA SPP.,8366,NA
LEUCORAJA SP.,Skate;LITTLE OR WINTER; Unspecified,1191,NA
LAEMONEMA BARBATULUM,LAEMONEMA BARBATULUM,1076,NA
PENTAMERA CALCIGERA,F. PHYLLOPHORIDAE,6601,NA
HALOSAURUS GUENTHERI,HALOSAURUS GUENTHERI,1010,NA
BATHYPTEROIS PHENAX,BATHYPTEROIS PHENAX,1045,NA
BASSOGIGAS GILLI,BASSOGIGAS GILLI,1012,NA
CATAETYX LATICEPS,CATAETYX LATICEPS,1072,NA
CORYPHAENOIDES CARAPINUS,CORYPHAENOIDES CARAPINUS,1060,NA
CORYPHAENOIDES SP,CORYPHAENOIDES SP,1064,NA
FLUSTRA FOLIACEA,LEMONWEED,1901,NA
POLYCHELES SCULPTUS,BLIND LOBSTER,8145,NA
APRISTURUS MANIS,GHOST CATSHARK,1264,NA
NEZUMIA AEQUALIS,SMOOTH GRENADIER,1270,NA
LEPIDION SCHMIDTI,LEPIDION SCHMIDTI,1274,NA
TREMASTER MIRABILIS,TREMASTER MIRABILIS,1279,NA
URASTERIAS LINCKI,URASTERIAS LINCKI,1280,NA
ARISTAEPSIS EDWARDSINANA,ARISTAEPSIS EDWARDSINANA,1281,NA
LEBBEUS MICROCEROS,LEBBEUS MICROCEROS,1282,NA
SERGIA ROBUSTA,SERGIA ROBUSTA,1283,NA
BATHYGADUS MELANOBRANCHUS,VAILLANTS GRENADIER,1269,NA
HENRICIA SP.,BLOOD STAR (GENUS),6118,NA
AURELIA AURITA,MOON JELLY,8010,NA
ASTERIAS FORBESI,ASTERIAS FORBESI,6109,NA
PORANIA PULVILIS,PORANIA PULVILIS,6102,NA
LEPTASTERIAS SP.,LEPTASTERIAS SP.,6114,NA
PSEUDARCHASTER SP,PSEUDARCHASTER SP,6116,NA
MOLLUSCA (EMPTY),MOLLUSCA SHELLS EMPTY,4348,NA
PARAPASIPHAE SULCATIFRONS,PARAPASIPHAE SULCATIFRONS,2222,NA
ACANTHEPHYRA SP.,ACANTHEPHYRA SP.,2361,NA
ACANTHEPHYRA PURPUREA,ACANTHEPHYRA PURPUREA,2362,NA
ACANTHEPHYRA EXEMIA,ACANTHEPHYRA EXEMIA,2363,NA
OPLOPHORUS SPINOSUS,OPLOPHORUS SPINOSUS,2369,NA
SERGESTES SP.,SERGESTES SP.,2461,NA
GENNADAS SP.,GENNADAS SP.,2471,NA
GNATHOPHAUSIA SP.,GNATHOPHAUSIA SP.,2771,NA
HISTIOTEUTHIS SP.,HISTIOTEUTHIS SP.,4555,NA
GONATUS FABRICII,GONATUS FABRICII,4599,NA
TEUTHOWENIA MEGALOPS,TEUTHOWENIA MEGALOPS,4657,NA
GONATUS STEENSTRUPII,GONATUS STEENSTRUPII,4660,NA
PUFFINUS GRAVIS,GREATER SHEARWATER,9488,NA
ACANTHOGORGIA ARMATA,ACANTHOGORGIA ARMATA,8326,NA
POLYMASTIA MAMMILARIS,POLYMASTIA MAMMILARIS,8611,NA
TENTORIUM SEMISUBERITES,TENTORIUM SEMISUBERITES,8612,NA
KERATOISIS ORNATA,GOLD-BANDED/BAMBOO CORAL,8325,NA
ACANELLA ARBUSCULA,ACANELLA ARBUSCULA,8329,NA
SUBERITES FICUS,FIG SPONGE,8613,NA
LOPHELIA PERTUSA,SPIDER HAZARDS CORAL,8331,NA
SHRIMP-LIKE,SHRIMP-LIKE,2499,NA
CRAB,CRAB,2507,NA
SAND TUBE,SAND TUBE,3999,NA
SEA CORALS (NS),SEA CORALS (NS),8530,NA
ORGANIC DEBRIS,ORGANIC DEBRIS,9630,NA
ANTHOZOA,CORAL (NS),8332,NA
PECTINIDAE SHELLS,SCALLOP SHELLS,4349,NA
GERSEMIA RUBIFORMIS,"SEA CAULIFLOWER, STRAWBERRIES",8324,NA
SOFT CORAL UNIDENTIFIED,SOFT CORAL UNIDENTIFIED,8327,NA
ANTHOMASTUS GRANDIFLORUS,ANTHOMASTUS GRANDIFLORUS,8328,NA
RADICIPES GRACILIS,RADICIPES GRACILIS,8330,NA
PARAMURICEA SPP,PARAMURICEA SPP,8333,NA
FLABELLUM SP,CUP CORAL,8335,NA
MYCALE LINGUA,MYCALE LINGUA,8616,NA
ZOSTERA MARINA,EEL GRASS,9305,NA
DESMARESTIA ACULEATA,SOUR WEED,9308,NA
LAMINARIA LONGICRURIS,LASAGNA KELP,9321,NA
ALARIA ESCULENTA,SEA WHIP KELP,9323,NA
SACCORHIZA DERMATODEA,PIGSKIN KELP,9324,NA
AGARUM CRIBROSUM,SEA COLANDER/ HOLEY KELP,9325,NA
FUCUS VESICULOSUS,BLADDER WRACK,9327,NA
FUCUS DISTICHUS,ROCK WEED,9328,NA
ASCOPHYLLUM NODOSUM,KNOTTED WRACK,9331,NA
PALMARIA PALMATA,DULSE,9334,NA
ANTIPATHARIAN O.,BLACK CORALS THORNY CORALS,8337,NA
ALCYONIUM DIGITATUM,DEAD MANS FINGERS,8336,NA
CHRYSOGORGIA AGASSIZII,CHRYSOGORGIA AGASSIZII,8338,NA
Clavularia spp.,Clavularia spp,8339,NA
SERTULARIA POLYZONIAS,HYDROZOA,8341,NA
NEMERTEA,RIBBON WORM,8343,NA
THYONELLA AFF. PERVICAX,SEA CUCUMBER,8345,NA
PSEUDARCHASTER PARELII,PSEUDARCHASTER PARELII,8346,NA
PSILASTER ANDROMEDA,PSILASTER ANDROMEDA,8347,NA
LEPTYCHASTER ARCTICUS,LEPTYCHASTER ARCTICUS,8348,NA
LOPHASTER FURCIFER,LOPHASTER FURCIFER,8349,NA
SYSCENUS INFELIX,SYSCENUS INFELIX,8352,NA
ACANTHEPHYRA PELAGICA,ACANTHEPHYRA PELAGICA,8353,NA
SERGIA SP.,SERGIA SP.,8354,NA
"OCTOPODA, CIRRATA",DEEP SEA FINNED OCTOPUS,8355,NA
RHIZAXINELLA SP.,RHIZAXINELLA SP.,8356,NA
FUNICULINA QUADRANGULARIS,FUNICULINA QUADRANGULARIS,8359,NA
PENNATULA GRANDIS (BOREALIS),PENNATULA GRANDIS (BOREALIS),8360,NA
ANTHOPTILUM GRANDIFLORUM,ANTHOPTILUM GRANDIFLORUM,8361,NA
FLABELLUM ALABASTRUM,FLABELLUM ALABASTRUM,8362,NA
HALIPTERUS (BALTICINA) SP.,HALIPTERUS (BALTICINA) SP.,8363,NA
VAZELLA POURTALESI,RUSSIAN HATS,8601,NA
PURSE BARNDOOR SKATE,PURSE BARNDOOR SKATE,1199,NA
PURSE THORNY SKATE,PURSE THORNY SKATE,1201,NA
PURSE SMOOTH SKATE,PURSE SMOOTH SKATE,1202,NA
PURSE LITTLE SKATE,PURSE LITTLE SKATE,1203,NA
PURSE WINTER SKATE,PURSE WINTER SKATE,1204,NA
CEREMASTER GRANULARIS,CEREMASTER GRANULARIS,6101,NA
HENRICA SP.,HENRICA SP,6120,NA
HYALINOECIA CF TUBICOLA,HYALINOECIA CF TUBICOLA,3099,NA
SERGESTES ARCTICUS,SERGESTES ARCTICUS,2223,NA
SABINEA SARSI,SABINEA SARSI,2419,NA
OPHIACANTHA ABYSSICOLA,OPHIACANTHA ABYSSICOLA,6201,NA
NATICIDAE F.,MOON SNAIL UNSP,4220,NA
PENNATULA ACULEATA,PENNATULA ACULEATA,8367,NA
POLYMASTIA ANDRICA,POLYMASTIA ANDRICA,8609,NA
POLYMASTIA HEMISPHAERICA,POLYMASTIA HEMISPHAERICA,8608,NA
POLYMASTIA F.,POLYMASTIA F.,8605,NA
HETEROPOLYPUS SPP. ,HETEROPOLYPUS SPP. ,8392,NA
GERSEMIA FRUTICOSA,GERSEMIA FRUTICOSA,8390,NA
ACTINIIDAE F. ,ACTINIIDAE F. ,8209,NA
ACTINOSTOLA SPP. ,ACTINOSTOLA SPP. ,8216,NA
ATOLLA WYVILLEI,ATOLLA WYVILLEI,8506,NA
PERIPHYLLA PERIPHYLLA,PERIPHYLLA PERIPHYLLA,8516,NA
STAUROZOA C. ,STAUROZOA C.,8550,NA
LAETMONICE FILICORNIS,LAETMONICE FILICORNIS,3215,NA
BATHYPOLYPUS SPP. ,BATHYPOLYPUS SPP. ,4508,NA
CIRROTEUTHIS SPP.  ,CIRROTEUTHIS SPP. ,4509,NA
BERINGIUS TURTONI ,BERINGIUS TURTONI ,4213,NA
CHIRONA HAMERI,CHIRONA HAMERI,2062,NA
ARCOSCALPELLUM MICHELOTTIANUM,ARCOSCALPELLUM MICHELOTTIANUM,2056,NA
EPIMERIA LORICATA,EPIMERIA LORICATA,2795,NA
STEGOCEPHALUS INFLATUS,STEGOCEPHALUS INFLATUS,2799,NA
PLESIONIKA MARTIA,PLESIONIKA MARTIA,2217,NA
PLESIONIKA SP. ,PLESIONIKA SP.,2216,NA
ONCOPAGURUS SPP.,ONCOPAGURUS SPP.,2571,NA
SPINOLAMBRUS POURTALESII,SPINOLAMBRUS POURTALESII,2547,NA
BATHYNECTES LONGISPINA,BATHYNECTES LONGISPINA,2506,NA
OPHIACANTHA BIDENTATA,OPHIACANTHA BIDENTATA,6202,NA
OPHIOMUSA LYMANI,OPHIOMUSA LYMANI,6218,NA
SCLERASTERIAS TANNERI,SCLERASTERIAS TANNERI,6106,NA
STEPHANASTERIAS ALBULA,STEPHANASTERIAS ALBULA,6107,NA
ASTERIIDAE F.,ASTERIIDAE F.,6105,NA
ASTROPECTEN AMERICANUS,ASTROPECTEN AMERICANUS,6136,NA
PLUTONASTER AGASSIZI,PLUTONASTER AGASSIZI,6139,NA
MEDIASTER BAIRDI,MEDIASTER BAIRDI,6128,NA
SOLASTER SYRTENSIS,SOLASTER SYRTENSIS,6149,NA
PTERASTER PULVILLUS,PTERASTER PULVILLUS,6126,NA
BOLTENIA OVIFERA,BOLTENIA OVIFERA,1812,NA
ASCIDIACEA C.,ASCIDIACEA C. ,1811,NA
STEREODERMA UNISEMITA,STEREODERMA UNISEMITA,6615,NA
EPIZOANTHIDAE F.,EPIZOANTHIDAE F.,8381,NA
EPIZOANTHUS SPP.,EPIZOANTHUS SPP.,8382,NA
NEPHTHEIDAE F.,NEPHTHEIDAE F.,8386,NA
DRIFA GLOMERATA,DRIFA GLOMERATA,8388,NA
DUVA FLORIDA,DUVA FLORIDA,8389,NA
SOLASTER SPP.,SOLASTER SPP.,6122,NA
SETARCHES GUENTHERI,SETARCHES GUENTHERI,728,NA
